Category,City,Country,Customer.ID,Customer.Name,Discount,Market,记录数,Order.Date,Order.ID,Order.Priority,Product.ID,Product.Name,Profit,Quantity,Region,Row.ID,Sales,Segment,Ship.Date,Ship.Mode,Shipping.Cost,State,Sub.Category,Year,Market2,weeknum
Technology,Houston,United States,CU-89244,Customer 1449,0.3,US,1,2022-10-27 00:00:00.000,US-2022-918802,Medium,TEC-45801,Accessories Product 418,181.9555,1,Central,1450,563.87,Consumer,2022-11-04 00:00:00.000,Second Class,17.25,Illinois,Accessories,2022,North America,43
Office Supplies,New York,United States,CU-82018,Customer 1450,0.5,US,1,2021-05-06 00:00:00.000,US-2021-797335,Medium,OFF-68511,Art Product 177,-1998.4236,9,Central,1451,7108.77,Home Office,2021-05-08 00:00:00.000,Standard Class,15.96,Illinois,Art,2021,North America,18
Technology,Miami,United States,CU-81683,Customer 1451,0.2,US,1,2020-05-03 00:00:00.000,US-2020-277271,High,TEC-40939,Accessories Product 178,-138.8465,3,West,1452,504.23,Consumer,2020-05-04 00:00:00.000,Second Class,29.09,Texas,Accessories,2020,North America,18
Office Supplies,Los Angeles,United States,CU-21266,Customer 1452,0.3,US,1,2023-07-28 00:00:00.000,US-2023-780014,Critical,OFF-42182,Binders Product 756,143.6716,1,West,1453,579.63,Home Office,2023-08-04 00:00:00.000,Same Day,35.04,Illinois,Binders,2023,North America,30
Office Supplies,Miami,United States,CU-23070,Customer 1453,0.0,US,1,2022-09-14 00:00:00.000,US-2022-918459,Low,OFF-72113,Paper Product 936,29.474,1,South,1454,376.53,Home Office,2022-09-15 00:00:00.000,First Class,36.44,Florida,Paper,2022,North America,37
Furniture,Houston,United States,CU-79348,Customer 1454,0.5,US,1,2020-02-26 00:00:00.000,US-2020-489351,Low,FUR-24434,Chairs Product 904,899.741,10,South,1455,7954.84,Consumer,2020-03-07 00:00:00.000,First Class,25.65,Illinois,Chairs,2020,North America,9
Technology,Miami,United States,CU-69443,Customer 1455,0.3,US,1,2023-05-25 00:00:00.000,US-2023-548566,Critical,TEC-20256,Accessories Product 242,1349.1079,6,Central,1456,3992.08,Corporate,2023-06-02 00:00:00.000,First Class,32.0,Texas,Accessories,2023,North America,21
Furniture,Chicago,United States,CU-81290,Customer 1456,0.1,US,1,2021-12-26 00:00:00.000,US-2021-329385,Low,FUR-58792,Chairs Product 373,934.051,7,South,1457,5087.73,Consumer,2022-01-03 00:00:00.000,Same Day,39.94,New York,Chairs,2021,North America,51
Technology,Los Angeles,United States,CU-61246,Customer 1457,0.15,US,1,2020-12-05 00:00:00.000,US-2020-499783,Medium,TEC-74780,Machines Product 435,2400.8026,5,West,1458,6211.73,Consumer,2020-12-09 00:00:00.000,Same Day,18.59,Texas,Machines,2020,North America,49
Office Supplies,Miami,United States,CU-77024,Customer 1458,0.2,US,1,2022-05-02 00:00:00.000,US-2022-337779,Low,OFF-88769,Binders Product 407,321.3082,3,West,1459,3745.15,Corporate,2022-05-11 00:00:00.000,Standard Class,13.35,California,Binders,2022,North America,18
Office Supplies,Los Angeles,United States,CU-73312,Customer 1459,0.3,US,1,2021-05-27 00:00:00.000,US-2021-122908,Medium,OFF-59467,Supplies Product 565,915.3329,9,East,1460,4931.09,Corporate,2021-06-05 00:00:00.000,First Class,27.97,Florida,Supplies,2021,North America,21
Technology,Chicago,United States,CU-29001,Customer 1460,0.15,US,1,2023-08-05 00:00:00.000,US-2023-917327,Low,TEC-96680,Phones Product 660,198.384,2,West,1461,787.77,Corporate,2023-08-08 00:00:00.000,Second Class,13.15,Florida,Phones,2023,North America,31
Furniture,Los Angeles,United States,CU-20742,Customer 1461,0.0,US,1,2020-03-30 00:00:00.000,US-2020-669603,Critical,FUR-32326,Chairs Product 132,3687.1651,7,South,1462,12716.25,Corporate,2020-04-08 00:00:00.000,Second Class,31.06,Texas,Chairs,2020,North America,14
Technology,Los Angeles,United States,CU-78920,Customer 1462,0.3,US,1,2023-01-03 00:00:00.000,US-2023-742590,High,TEC-85569,Accessories Product 489,36.2361,1,South,1463,166.1,Consumer,2023-01-08 00:00:00.000,Second Class,35.47,California,Accessories,2023,North America,1
Office Supplies,Los Angeles,United States,CU-56654,Customer 1463,0.2,US,1,2022-10-01 00:00:00.000,US-2022-641887,Low,OFF-82468,Supplies Product 635,605.0505,9,West,1464,1852.09,Corporate,2022-10-10 00:00:00.000,Second Class,49.45,New York,Supplies,2022,North America,39
Office Supplies,New York,United States,CU-22336,Customer 1464,0.25,US,1,2023-07-18 00:00:00.000,US-2023-276331,Critical,OFF-58040,Paper Product 853,700.0141,7,West,1465,8418.74,Corporate,2023-07-24 00:00:00.000,Standard Class,23.36,Florida,Paper,2023,North America,29
Furniture,Houston,United States,CU-37690,Customer 1465,0.4,US,1,2023-05-31 00:00:00.000,US-2023-651085,Low,FUR-61375,Tables Product 544,361.8715,9,South,1466,4465.46,Consumer,2023-06-03 00:00:00.000,Same Day,42.76,Illinois,Tables,2023,North America,22
Office Supplies,Los Angeles,United States,CU-39072,Customer 1466,0.25,US,1,2022-05-22 00:00:00.000,US-2022-941456,Medium,OFF-65258,Paper Product 944,1745.1972,4,West,1467,5946.92,Consumer,2022-05-24 00:00:00.000,Standard Class,10.17,Florida,Paper,2022,North America,20
Technology,Chicago,United States,CU-98153,Customer 1467,0.0,US,1,2020-03-16 00:00:00.000,US-2020-271276,High,TEC-48778,Phones Product 381,2585.2952,5,South,1468,7555.41,Home Office,2020-03-25 00:00:00.000,First Class,15.92,Texas,Phones,2020,North America,12
Furniture,Chicago,United States,CU-89135,Customer 1468,0.05,US,1,2023-04-15 00:00:00.000,US-2023-762823,Medium,FUR-29070,Tables Product 933,462.6323,3,Central,1469,3137.38,Home Office,2023-04-21 00:00:00.000,Same Day,37.96,New York,Tables,2023,North America,15
Furniture,New York,United States,CU-23932,Customer 1469,0.05,US,1,2021-10-22 00:00:00.000,US-2021-958679,Medium,FUR-34624,Chairs Product 416,1881.0978,5,South,1470,5318.7,Corporate,2021-10-23 00:00:00.000,Standard Class,45.41,Illinois,Chairs,2021,North America,42
Technology,Houston,United States,CU-16910,Customer 1470,0.5,US,1,2020-07-19 00:00:00.000,US-2020-732404,Medium,TEC-11137,Machines Product 917,341.9829,5,East,1471,4128.45,Home Office,2020-07-27 00:00:00.000,First Class,22.53,Texas,Machines,2020,North America,29
Office Supplies,Miami,United States,CU-14208,Customer 1471,0.25,US,1,2023-11-25 00:00:00.000,US-2023-689722,Medium,OFF-24104,Supplies Product 472,969.7088,10,Central,1472,9949.41,Home Office,2023-12-03 00:00:00.000,Standard Class,17.49,Illinois,Supplies,2023,North America,47
Office Supplies,Miami,United States,CU-69352,Customer 1472,0.15,US,1,2022-11-06 00:00:00.000,US-2022-130181,Critical,OFF-27836,Binders Product 124,100.7934,4,Central,1473,469.54,Home Office,2022-11-14 00:00:00.000,Standard Class,47.04,Florida,Binders,2022,North America,44
Office Supplies,New York,United States,CU-40085,Customer 1473,0.1,US,1,2023-08-25 00:00:00.000,US-2023-950141,Low,OFF-63974,Binders Product 690,-230.703,5,Central,1474,1582.13,Consumer,2023-08-29 00:00:00.000,Second Class,44.58,Texas,Binders,2023,North America,34
Technology,Los Angeles,United States,CU-45487,Customer 1474,0.2,US,1,2023-01-19 00:00:00.000,US-2023-262845,Low,TEC-30623,Computers Product 710,128.4156,5,South,1475,835.03,Corporate,2023-01-24 00:00:00.000,First Class,48.74,California,Computers,2023,North America,3
Technology,Miami,United States,CU-54087,Customer 1475,0.05,US,1,2021-12-19 00:00:00.000,US-2021-536761,High,TEC-11057,Accessories Product 628,614.8982,2,West,1476,2671.57,Home Office,2021-12-29 00:00:00.000,First Class,34.58,Florida,Accessories,2021,North America,50
Furniture,Chicago,United States,CU-27594,Customer 1476,0.05,US,1,2023-01-09 00:00:00.000,US-2023-414658,High,FUR-22234,Chairs Product 701,765.5998,4,Central,1477,4726.75,Corporate,2023-01-19 00:00:00.000,First Class,42.39,New York,Chairs,2023,North America,2
Technology,New York,United States,CU-93122,Customer 1477,0.2,US,1,2021-10-13 00:00:00.000,US-2021-282976,Medium,TEC-72951,Computers Product 392,478.1112,3,South,1478,1854.79,Consumer,2021-10-20 00:00:00.000,Standard Class,12.89,California,Computers,2021,North America,41
Furniture,New York,United States,CU-35149,Customer 1478,0.2,US,1,2023-01-05 00:00:00.000,US-2023-738404,Low,FUR-91410,Furnishings Product 813,332.7008,2,East,1479,1237.78,Consumer,2023-01-09 00:00:00.000,First Class,29.38,New York,Furnishings,2023,North America,1
Furniture,Los Angeles,United States,CU-49309,Customer 1479,0.1,US,1,2022-02-14 00:00:00.000,US-2022-807312,Medium,FUR-41212,Tables Product 264,1001.1589,9,Central,1480,6925.77,Home Office,2022-02-18 00:00:00.000,Second Class,13.61,Texas,Tables,2022,North America,7
Furniture,Chicago,United States,CU-47260,Customer 1480,0.5,US,1,2021-06-05 00:00:00.000,US-2021-361189,Medium,FUR-60294,Storage Product 967,906.5918,7,West,1481,5130.98,Home Office,2021-06-15 00:00:00.000,Same Day,17.96,Florida,Storage,2021,North America,22
Technology,New York,United States,CU-83327,Customer 1481,0.0,US,1,2021-11-27 00:00:00.000,US-2021-764379,High,TEC-89793,Accessories Product 279,1760.6007,10,Central,1482,16441.73,Consumer,2021-12-05 00:00:00.000,Same Day,39.16,Texas,Accessories,2021,North America,47
Office Supplies,Miami,United States,CU-15872,Customer 1482,0.25,US,1,2021-08-03 00:00:00.000,US-2021-371176,Critical,OFF-26331,Paper Product 822,-418.5737,10,East,1483,4951.88,Home Office,2021-08-12 00:00:00.000,Same Day,23.22,Illinois,Paper,2021,North America,31
Office Supplies,New York,United States,CU-90022,Customer 1483,0.4,US,1,2023-02-01 00:00:00.000,US-2023-776390,Critical,OFF-97420,Binders Product 387,969.2817,4,West,1484,2453.35,Consumer,2023-02-10 00:00:00.000,First Class,38.28,Texas,Binders,2023,North America,5
Furniture,Los Angeles,United States,CU-16748,Customer 1484,0.4,US,1,2022-04-16 00:00:00.000,US-2022-189132,High,FUR-91425,Furnishings Product 451,297.7336,1,South,1485,842.75,Home Office,2022-04-18 00:00:00.000,First Class,24.5,Florida,Furnishings,2022,North America,15
Technology,Los Angeles,United States,CU-20036,Customer 1485,0.25,US,1,2021-11-20 00:00:00.000,US-2021-669187,Critical,TEC-12621,Phones Product 703,680.6961,7,East,1486,4149.89,Home Office,2021-11-22 00:00:00.000,First Class,34.37,Florida,Phones,2021,North America,46
Furniture,Houston,United States,CU-52947,Customer 1486,0.25,US,1,2023-11-22 00:00:00.000,US-2023-119552,High,FUR-52494,Furnishings Product 778,1250.2514,10,Central,1487,3171.75,Corporate,2023-11-23 00:00:00.000,Second Class,30.9,New York,Furnishings,2023,North America,47
Office Supplies,Houston,United States,CU-80393,Customer 1487,0.2,US,1,2021-09-28 00:00:00.000,US-2021-716381,Medium,OFF-53402,Art Product 821,48.8326,3,South,1488,241.6,Corporate,2021-10-06 00:00:00.000,Second Class,26.22,Florida,Art,2021,North America,39
Technology,New York,United States,CU-49433,Customer 1488,0.4,US,1,2023-01-08 00:00:00.000,US-2023-639138,Low,TEC-92468,Accessories Product 422,864.0137,7,West,1489,2747.7,Consumer,2023-01-12 00:00:00.000,First Class,44.35,California,Accessories,2023,North America,1
Office Supplies,Los Angeles,United States,CU-12848,Customer 1489,0.25,US,1,2023-10-06 00:00:00.000,US-2023-907173,Low,OFF-28520,Art Product 450,296.9657,9,East,1490,5243.88,Home Office,2023-10-15 00:00:00.000,Same Day,42.8,Illinois,Art,2023,North America,40
Office Supplies,Houston,United States,CU-55911,Customer 1490,0.25,US,1,2023-08-09 00:00:00.000,US-2023-649643,Critical,OFF-72239,Supplies Product 50,1518.2074,3,Central,1491,4144.76,Consumer,2023-08-13 00:00:00.000,Second Class,27.04,California,Supplies,2023,North America,32
Furniture,Miami,United States,CU-88348,Customer 1491,0.2,US,1,2021-03-17 00:00:00.000,US-2021-495858,Medium,FUR-40491,Storage Product 108,231.2743,4,South,1492,1647.75,Consumer,2021-03-26 00:00:00.000,Standard Class,27.89,New York,Storage,2021,North America,11
Technology,Miami,United States,CU-49512,Customer 1492,0.0,US,1,2020-06-30 00:00:00.000,US-2020-393538,High,TEC-70422,Computers Product 473,2633.7476,8,East,1493,7670.3,Consumer,2020-07-07 00:00:00.000,First Class,44.87,Florida,Computers,2020,North America,27
Technology,Miami,United States,CU-89358,Customer 1493,0.0,US,1,2023-01-07 00:00:00.000,US-2023-612108,Critical,TEC-44729,Machines Product 803,2098.963,9,East,1494,5698.73,Corporate,2023-01-15 00:00:00.000,Second Class,46.17,Florida,Machines,2023,North America,1
Furniture,Chicago,United States,CU-13604,Customer 1494,0.25,US,1,2023-12-30 00:00:00.000,US-2023-889826,Medium,FUR-72416,Storage Product 399,427.1997,4,Central,1495,2025.67,Home Office,2024-01-07 00:00:00.000,Second Class,16.42,Texas,Storage,2023,North America,52
Furniture,Los Angeles,United States,CU-21569,Customer 1495,0.25,US,1,2022-09-10 00:00:00.000,US-2022-179724,High,FUR-71759,Furnishings Product 785,261.8708,2,Central,1496,1272.43,Consumer,2022-09-14 00:00:00.000,First Class,13.99,New York,Furnishings,2022,North America,36
Office Supplies,Los Angeles,United States,CU-41741,Customer 1496,0.0,US,1,2023-03-15 00:00:00.000,US-2023-881047,High,OFF-44523,Binders Product 352,2086.7221,7,West,1497,11925.9,Home Office,2023-03-19 00:00:00.000,Standard Class,27.78,California,Binders,2023,North America,11
Office Supplies,New York,United States,CU-97963,Customer 1497,0.1,US,1,2021-02-14 00:00:00.000,US-2021-899740,Low,OFF-14825,Art Product 267,667.0638,7,South,1498,10906.49,Corporate,2021-02-22 00:00:00.000,Second Class,35.76,Texas,Art,2021,North America,6
Technology,Chicago,United States,CU-84409,Customer 1498,0.3,US,1,2023-09-25 00:00:00.000,US-2023-720305,Critical,TEC-51203,Phones Product 83,-130.4011,2,West,1499,1021.62,Consumer,2023-09-27 00:00:00.000,Second Class,31.9,Texas,Phones,2023,North America,39
Office Supplies,Houston,United States,CU-94257,Customer 1499,0.2,US,1,2022-04-02 00:00:00.000,US-2022-901232,Critical,OFF-76993,Paper Product 499,682.5731,5,Central,1500,3434.03,Home Office,2022-04-03 00:00:00.000,Second Class,9.19,Florida,Paper,2022,North America,13
Furniture,New York,United States,CU-59142,Customer 1500,0.25,US,1,2023-12-21 00:00:00.000,US-2023-117590,Low,FUR-46205,Furnishings Product 736,471.4995,3,South,1501,2772.18,Corporate,2023-12-24 00:00:00.000,Same Day,32.02,Illinois,Furnishings,2023,North America,51
Office Supplies,New York,United States,CU-91676,Customer 1501,0.2,US,1,2022-10-13 00:00:00.000,US-2022-661019,Critical,OFF-32902,Binders Product 937,233.8699,1,East,1502,681.12,Consumer,2022-10-16 00:00:00.000,Second Class,35.62,Illinois,Binders,2022,North America,41
Technology,Los Angeles,United States,CU-82320,Customer 1502,0.0,US,1,2022-12-25 00:00:00.000,US-2022-719478,Low,TEC-43204,Accessories Product 465,814.0474,5,West,1503,3916.07,Corporate,2023-01-03 00:00:00.000,Standard Class,15.96,New York,Accessories,2022,North America,51
Furniture,New York,United States,CU-98106,Customer 1503,0.2,US,1,2020-01-06 00:00:00.000,US-2020-274570,Medium,FUR-76132,Tables Product 493,-103.6915,5,Central,1504,1536.3,Corporate,2020-01-10 00:00:00.000,First Class,38.58,Texas,Tables,2020,North America,2
Furniture,Miami,United States,CU-11135,Customer 1504,0.05,US,1,2021-09-11 00:00:00.000,US-2021-248220,High,FUR-77386,Chairs Product 383,58.3305,4,South,1505,760.26,Corporate,2021-09-15 00:00:00.000,First Class,35.34,Florida,Chairs,2021,North America,36
Furniture,New York,United States,CU-88946,Customer 1505,0.5,US,1,2023-06-27 00:00:00.000,US-2023-443794,High,FUR-91607,Furnishings Product 827,1644.4439,6,Central,1506,5615.92,Home Office,2023-07-07 00:00:00.000,Standard Class,27.0,Texas,Furnishings,2023,North America,26
Technology,Houston,United States,CU-80521,Customer 1506,0.05,US,1,2022-11-28 00:00:00.000,US-2022-315518,Low,TEC-87017,Accessories Product 226,3523.4161,7,West,1507,11176.07,Consumer,2022-12-03 00:00:00.000,Same Day,13.0,Texas,Accessories,2022,North America,48
Office Supplies,Chicago,United States,CU-32681,Customer 1507,0.3,US,1,2020-05-13 00:00:00.000,US-2020-426900,Medium,OFF-23473,Paper Product 706,1360.4371,4,West,1508,4592.16,Home Office,2020-05-23 00:00:00.000,Standard Class,49.19,New York,Paper,2020,North America,20
Furniture,Los Angeles,United States,CU-62635,Customer 1508,0.4,US,1,2022-11-20 00:00:00.000,US-2022-192401,Medium,FUR-42697,Furnishings Product 86,604.9585,4,East,1509,1525.55,Consumer,2022-11-26 00:00:00.000,Standard Class,18.31,New York,Furnishings,2022,North America,46
Office Supplies,Houston,United States,CU-98043,Customer 1509,0.0,US,1,2021-04-02 00:00:00.000,US-2021-846806,Low,OFF-16219,Art Product 632,90.844,5,Central,1510,437.96,Consumer,2021-04-09 00:00:00.000,Standard Class,28.98,California,Art,2021,North America,13
Furniture,Miami,United States,CU-34086,Customer 1510,0.2,US,1,2021-05-01 00:00:00.000,US-2021-726666,Low,FUR-28528,Storage Product 417,1125.8598,6,Central,1511,7205.43,Corporate,2021-05-11 00:00:00.000,Same Day,40.24,Florida,Storage,2021,North America,17
Office Supplies,Houston,United States,CU-60127,Customer 1511,0.05,US,1,2023-11-02 00:00:00.000,US-2023-771839,Critical,OFF-90721,Art Product 96,14.2571,1,Central,1512,164.59,Consumer,2023-11-03 00:00:00.000,Standard Class,36.26,Florida,Art,2023,North America,44
Technology,Los Angeles,United States,CU-75433,Customer 1512,0.3,US,1,2022-04-08 00:00:00.000,US-2022-473124,Critical,TEC-32347,Computers Product 666,699.2719,9,East,1513,6777.16,Home Office,2022-04-15 00:00:00.000,First Class,8.77,New York,Computers,2022,North America,14
Office Supplies,Miami,United States,CU-93118,Customer 1513,0.05,US,1,2023-03-19 00:00:00.000,US-2023-764118,High,OFF-74523,Supplies Product 133,-240.0826,1,East,1514,1521.2,Consumer,2023-03-22 00:00:00.000,Second Class,11.26,Texas,Supplies,2023,North America,11
Office Supplies,New York,United States,CU-43303,Customer 1514,0.4,US,1,2020-03-03 00:00:00.000,US-2020-944168,Medium,OFF-82941,Supplies Product 475,81.8664,5,West,1515,308.36,Home Office,2020-03-05 00:00:00.000,Second Class,38.08,New York,Supplies,2020,North America,10
Technology,Los Angeles,United States,CU-77634,Customer 1515,0.5,US,1,2021-11-09 00:00:00.000,US-2021-518836,Low,TEC-59820,Accessories Product 45,68.9342,1,West,1516,678.51,Corporate,2021-11-14 00:00:00.000,First Class,33.43,New York,Accessories,2021,North America,45
Office Supplies,Miami,United States,CU-89559,Customer 1516,0.4,US,1,2022-01-04 00:00:00.000,US-2022-457632,Low,OFF-85965,Paper Product 24,1687.2345,5,East,1517,5087.77,Consumer,2022-01-09 00:00:00.000,First Class,36.17,California,Paper,2022,North America,1
Technology,Los Angeles,United States,CU-74505,Customer 1517,0.25,US,1,2020-07-11 00:00:00.000,US-2020-656629,Critical,TEC-59927,Accessories Product 356,787.3542,6,South,1518,8109.69,Corporate,2020-07-18 00:00:00.000,First Class,28.17,New York,Accessories,2020,North America,28
Office Supplies,Miami,United States,CU-35366,Customer 1518,0.1,US,1,2023-08-18 00:00:00.000,US-2023-683021,Critical,OFF-11195,Binders Product 945,-662.1049,10,West,1519,2382.07,Consumer,2023-08-23 00:00:00.000,Same Day,9.4,California,Binders,2023,North America,33
Furniture,Chicago,United States,CU-52290,Customer 1519,0.05,US,1,2020-02-04 00:00:00.000,US-2020-865305,Medium,FUR-83415,Storage Product 173,466.398,5,South,1520,2007.14,Consumer,2020-02-14 00:00:00.000,Standard Class,40.89,New York,Storage,2020,North America,6
Furniture,Miami,United States,CU-56977,Customer 1520,0.25,US,1,2023-02-27 00:00:00.000,US-2023-197492,Critical,FUR-72158,Storage Product 221,416.8257,4,West,1521,4394.53,Home Office,2023-02-28 00:00:00.000,Standard Class,15.77,Texas,Storage,2023,North America,9
Office Supplies,Los Angeles,United States,CU-64246,Customer 1521,0.5,US,1,2023-02-13 00:00:00.000,US-2023-975260,High,OFF-59807,Art Product 706,629.2939,9,East,1522,2336.11,Consumer,2023-02-16 00:00:00.000,Same Day,38.67,Florida,Art,2023,North America,7
Office Supplies,Chicago,United States,CU-15470,Customer 1522,0.0,US,1,2020-12-03 00:00:00.000,US-2020-558007,High,OFF-65980,Binders Product 549,298.7975,2,Central,1523,2873.28,Home Office,2020-12-08 00:00:00.000,Second Class,21.81,New York,Binders,2020,North America,49
Office Supplies,Los Angeles,United States,CU-46795,Customer 1523,0.2,US,1,2023-06-04 00:00:00.000,US-2023-702440,High,OFF-85345,Supplies Product 487,1153.6479,6,South,1524,9113.71,Corporate,2023-06-10 00:00:00.000,Same Day,48.81,Illinois,Supplies,2023,North America,22
Technology,Miami,United States,CU-74034,Customer 1524,0.25,US,1,2021-10-22 00:00:00.000,US-2021-387873,Critical,TEC-46232,Phones Product 90,5027.121,10,East,1525,13466.05,Corporate,2021-10-24 00:00:00.000,Second Class,36.5,California,Phones,2021,North America,42
Office Supplies,Miami,United States,CU-45156,Customer 1525,0.05,US,1,2021-10-23 00:00:00.000,US-2021-742911,Critical,OFF-56608,Art Product 807,2873.7489,10,South,1526,14474.39,Home Office,2021-10-29 00:00:00.000,Second Class,20.06,Florida,Art,2021,North America,42
Technology,Miami,United States,CU-84150,Customer 1526,0.3,US,1,2022-06-21 00:00:00.000,US-2022-316578,High,TEC-76101,Accessories Product 838,157.1589,4,South,1527,2977.75,Corporate,2022-06-24 00:00:00.000,Standard Class,41.4,Illinois,Accessories,2022,North America,25
Technology,Houston,United States,CU-80968,Customer 1527,0.1,US,1,2023-03-24 00:00:00.000,US-2023-930346,Medium,TEC-50017,Phones Product 791,259.6921,3,South,1528,2581.32,Consumer,2023-04-03 00:00:00.000,Standard Class,28.59,California,Phones,2023,North America,12
Technology,Chicago,United States,CU-45991,Customer 1528,0.0,US,1,2021-06-04 00:00:00.000,US-2021-108500,Medium,TEC-35760,Machines Product 932,624.7042,2,South,1529,1754.86,Corporate,2021-06-09 00:00:00.000,Standard Class,48.69,Illinois,Machines,2021,North America,22
Office Supplies,New York,United States,CU-55340,Customer 1529,0.5,US,1,2022-02-06 00:00:00.000,US-2022-442146,High,OFF-45725,Paper Product 427,1734.2488,7,West,1530,5569.11,Corporate,2022-02-07 00:00:00.000,Second Class,9.69,Florida,Paper,2022,North America,5
Furniture,Miami,United States,CU-37028,Customer 1530,0.3,US,1,2022-09-19 00:00:00.000,US-2022-514279,High,FUR-91795,Tables Product 588,240.4013,3,East,1531,3597.36,Corporate,2022-09-21 00:00:00.000,Standard Class,19.97,Illinois,Tables,2022,North America,38
Technology,Chicago,United States,CU-95066,Customer 1531,0.1,US,1,2022-01-16 00:00:00.000,US-2022-979158,Medium,TEC-83017,Computers Product 252,1017.1451,2,Central,1532,2661.03,Corporate,2022-01-17 00:00:00.000,Same Day,48.64,New York,Computers,2022,North America,2
Office Supplies,New York,United States,CU-62122,Customer 1532,0.3,US,1,2020-07-01 00:00:00.000,US-2020-600896,High,OFF-47823,Supplies Product 767,484.5537,3,South,1533,3841.38,Corporate,2020-07-08 00:00:00.000,First Class,32.33,Illinois,Supplies,2020,North America,27
Technology,Chicago,United States,CU-18981,Customer 1533,0.05,US,1,2023-11-28 00:00:00.000,US-2023-260617,High,TEC-49182,Machines Product 99,2276.9427,10,West,1534,10861.74,Corporate,2023-12-03 00:00:00.000,First Class,21.86,California,Machines,2023,North America,48
Office Supplies,Houston,United States,CU-72373,Customer 1534,0.5,US,1,2023-06-23 00:00:00.000,US-2023-385331,Critical,OFF-68319,Binders Product 445,599.1099,4,Central,1535,2175.16,Consumer,2023-06-29 00:00:00.000,Standard Class,34.83,Florida,Binders,2023,North America,25
Furniture,Houston,United States,CU-66611,Customer 1535,0.2,US,1,2021-09-12 00:00:00.000,US-2021-663130,Critical,FUR-96146,Storage Product 505,730.4767,4,West,1536,4650.61,Corporate,2021-09-14 00:00:00.000,Standard Class,49.28,Texas,Storage,2021,North America,36
Furniture,Houston,United States,CU-24752,Customer 1536,0.0,US,1,2023-06-08 00:00:00.000,US-2023-462570,Medium,FUR-57178,Furnishings Product 608,5256.342,8,East,1537,13748.84,Consumer,2023-06-16 00:00:00.000,Standard Class,15.84,Illinois,Furnishings,2023,North America,23
Furniture,Los Angeles,United States,CU-44449,Customer 1537,0.4,US,1,2021-11-13 00:00:00.000,US-2021-352069,Low,FUR-96410,Chairs Product 269,1971.4664,8,West,1538,6194.22,Home Office,2021-11-22 00:00:00.000,Standard Class,32.66,California,Chairs,2021,North America,45
Furniture,Chicago,United States,CU-73936,Customer 1538,0.05,US,1,2021-11-20 00:00:00.000,US-2021-424031,Low,FUR-61577,Tables Product 547,850.6547,4,East,1539,3072.56,Corporate,2021-11-26 00:00:00.000,First Class,37.91,Florida,Tables,2021,North America,46
Office Supplies,New York,United States,CU-86293,Customer 1539,0.25,US,1,2020-10-23 00:00:00.000,US-2020-923925,High,OFF-73698,Art Product 765,1657.6924,6,South,1540,4848.52,Consumer,2020-11-02 00:00:00.000,First Class,35.34,New York,Art,2020,North America,43
Furniture,Miami,United States,CU-31973,Customer 1540,0.5,US,1,2020-03-31 00:00:00.000,US-2020-349913,Medium,FUR-95878,Furnishings Product 806,72.7371,5,Central,1541,798.04,Home Office,2020-04-05 00:00:00.000,Standard Class,13.7,Florida,Furnishings,2020,North America,14
Furniture,Houston,United States,CU-74112,Customer 1541,0.4,US,1,2022-03-31 00:00:00.000,US-2022-855356,Medium,FUR-48121,Chairs Product 128,761.3154,2,Central,1542,1938.79,Consumer,2022-04-09 00:00:00.000,Same Day,35.12,California,Chairs,2022,North America,13
Furniture,Houston,United States,CU-60895,Customer 1542,0.3,US,1,2022-02-02 00:00:00.000,US-2022-205668,Low,FUR-20201,Storage Product 472,-294.0737,1,Central,1543,1001.44,Consumer,2022-02-08 00:00:00.000,Second Class,32.38,Florida,Storage,2022,North America,5
Office Supplies,Miami,United States,CU-33343,Customer 1543,0.2,US,1,2022-07-31 00:00:00.000,US-2022-654698,High,OFF-51132,Paper Product 697,-1510.885,10,West,1544,9198.64,Consumer,2022-08-02 00:00:00.000,Same Day,36.53,California,Paper,2022,North America,30
Furniture,New York,United States,CU-66156,Customer 1544,0.3,US,1,2023-09-23 00:00:00.000,US-2023-610454,Medium,FUR-58236,Tables Product 901,849.9416,8,West,1545,6181.6,Home Office,2023-09-29 00:00:00.000,First Class,49.92,Illinois,Tables,2023,North America,38
Office Supplies,New York,United States,CU-55273,Customer 1545,0.15,US,1,2020-09-29 00:00:00.000,US-2020-960118,Low,OFF-35408,Supplies Product 627,1770.8587,5,West,1546,4558.62,Corporate,2020-09-30 00:00:00.000,Standard Class,15.37,Florida,Supplies,2020,North America,40
Technology,New York,United States,CU-72886,Customer 1546,0.15,US,1,2022-10-05 00:00:00.000,US-2022-846866,Critical,TEC-67885,Accessories Product 788,2163.149,7,East,1547,7581.21,Consumer,2022-10-07 00:00:00.000,Same Day,15.13,Texas,Accessories,2022,North America,40
Office Supplies,Miami,United States,CU-13301,Customer 1547,0.25,US,1,2023-10-11 00:00:00.000,US-2023-638618,Medium,OFF-54919,Art Product 186,1867.6428,7,West,1548,7584.28,Consumer,2023-10-18 00:00:00.000,Standard Class,11.9,California,Art,2023,North America,41
Technology,Chicago,United States,CU-31790,Customer 1548,0.05,US,1,2022-12-07 00:00:00.000,US-2022-179229,High,TEC-92132,Machines Product 674,426.4534,2,Central,1549,1494.88,Home Office,2022-12-10 00:00:00.000,Standard Class,48.06,New York,Machines,2022,North America,49
